user,rank,course,score,is_test_positive
U_10000168,1,C_course-v1:TsinghuaX+30240184+sp,10.294177375062137,1
U_10000168,2,C_course-v1:MITx+6_00_1x+sp,9.71739890917293,0
U_10000168,3,C_course-v1:TsinghuaX+30240243X+sp,9.654128354403506,0
U_10000168,4,C_course-v1:TsinghuaX+00740123_X+sp,9.451795243061646,0
U_10000168,5,C_course-v1:TsinghuaX+30240184_2X+sp,9.344958673700944,0
U_10000168,6,C_course-v1:TsinghuaX+30700313X+sp,9.340403256274351,0
U_10000168,7,C_course-v1:TsinghuaX+00612642X+sp,9.253304071408298,0
U_10000168,8,C_course-v1:TsinghuaX+20250103X+sp,9.17678358844734,0
U_10000168,9,C_course-v1:TsinghuaX+20220332X+sp,9.05193063522854,0
U_10000168,10,C_course-v1:TsinghuaX+20250064+sp,9.021477467138807,0
U_10000168,11,C_course-v1:TsinghuaX+00740043_2x_2015_T2+sp,8.904630097005011,0
U_10000168,12,C_course-v1:TsinghuaX+34100325_X+sp,8.789507786736896,0
U_10000168,13,C_course-v1:TsinghuaX+90640012X+sp,8.714567550836485,0
U_10000168,14,C_course-v1:TsinghuaX+20120143X+sp,8.672486075822272,0
U_10000168,15,C_course-v1:TsinghuaX+80000271X+sp,8.62155320674048,0
U_10000168,16,C_course-v1:UST+UST001+sp,8.61195776786066,0
U_10000168,17,C_course-v1:TsinghuaX+20220053X_2015_T2+sp,8.565411763686711,0
U_10000168,18,C_course-v1:TsinghuaX+10421075X_2015_2+sp,8.541495483939203,0
U_10000168,19,C_course-v1:TsinghuaX+80515522X+sp,8.524962928680598,0
U_10000168,20,C_course-v1:TsinghuaX+10610224X+sp,8.463159302923751,0
U_10000205,1,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,10.250051552724132,0
U_10000205,2,C_course-v1:TsinghuaX+30640014X+sp,10.211633798120262,0
U_10000205,3,C_course-v1:MITx+6_00_1x+sp,9.71739890917293,0
U_10000205,4,C_course-v1:TsinghuaX+00740123_X+sp,9.451795243061646,0
U_10000205,5,C_course-v1:TsinghuaX+30240184_2X+sp,9.344958673700944,0
U_10000205,6,C_course-v1:TsinghuaX+30700313X+sp,9.340403256274351,0
U_10000205,7,C_course-v1:TsinghuaX+00612642X+sp,9.253304071408298,0
U_10000205,8,C_course-v1:TsinghuaX+20250103X+sp,9.17678358844734,0
U_10000205,9,C_course-v1:TsinghuaX+20220332X+sp,9.05193063522854,0
U_10000205,10,C_course-v1:TsinghuaX+20250064+sp,9.021477467138807,0
U_10000205,11,C_course-v1:TsinghuaX+00740043_2x_2015_T2+sp,8.904630097005011,0
U_10000205,12,C_course-v1:TsinghuaX+10430484X_2015_2+sp,8.809116258125274,0
U_10000205,13,C_course-v1:TsinghuaX+34100325_X+sp,8.789507786736896,0
U_10000205,14,C_course-v1:TsinghuaX+90640012X+sp,8.714567550836485,0
U_10000205,15,C_course-v1:TsinghuaX+20120143X+sp,8.672486075822272,0
U_10000205,16,C_course-v1:TsinghuaX+80000271X+sp,8.62155320674048,0
U_10000205,17,C_course-v1:TsinghuaX+10430494X_2015_2+sp,8.61323037961318,0
U_10000205,18,C_course-v1:TsinghuaX+20220053X_2015_T2+sp,8.565411763686711,0
U_10000205,19,C_course-v1:TsinghuaX+10421075X_2015_2+sp,8.541495483939203,0
