w_ease,w_itemknn,w_rp3,w_pop,w_kg,HR@10,HR@20,NDCG@10,NDCG@20,evaluated_users,candidate_courses,mask_train_positives
1.0,0.13201193193276725,0.29522955414984,0.16735874314823873,-0.124697135559054,0.580641121963436,0.6928732424600194,0.3688940676792102,0.3993650543802944,55902,698,1
1.0,0.08650243043149439,0.1291486984742737,0.18339204547824733,0.07956606866099547,0.5799613609530965,0.6926049157454116,0.36868204353752054,0.39934239102547925,55902,698,1
1.0,0.23710607881543747,0.32923220048201696,0.15535817052667067,0.04837418608001981,0.5795499266573647,0.6920861507638367,0.3686927549149832,0.39930516995796195,55902,698,1
1.0,0.027458667154825617,0.24525912292663252,0.16205753467086959,-0.12905872327078055,0.5804085721441093,0.6920682623161962,0.3688131579937178,0.39915811070359586,55902,698,1
0.75,0.05,0.15,0.05,0.0,0.5801760223247826,0.691817824049229,0.36857618280872656,0.39897498245096635,55902,698,1
0.85,0.0,0.1,0.05,0.0,0.580015026296018,0.6913706128582162,0.36849828812009877,0.39884418842999353,55902,698,1
1.0,-0.060532593162281906,0.16995658285757728,-0.01309263954260595,-0.051799789156780796,0.5802833530106257,0.6909770670101248,0.3687309895767186,0.3988348274347306,55902,698,1
0.7,0.1,0.1,0.05,0.05,0.5793352652856785,0.69115595148653,0.3683798180476823,0.39880321607224595,55902,698,1
1.0,-0.14357105612753482,0.15215787338681894,-0.003406667063629548,0.04055284853616045,0.5796035920002862,0.6907266287431577,0.3684973961546416,0.39874664555066647,55902,698,1
1.0,0.32106043473526713,0.2438633131613918,0.055610500889186565,0.06384290699637973,0.577922077922078,0.6904761904761905,0.3680948200814465,0.3986982711338887,55902,698,1
1.0,0.12303011495032126,0.30863164982142033,-0.10669471751994451,0.03972639690783236,0.5787091696182606,0.689796429465851,0.36850433812932903,0.39866862102426714,55902,698,1
1.0,0.17978476653642053,0.2905930896747617,-0.05797559416458453,-0.07252841342450195,0.5796214804479267,0.6906014096096741,0.36845750530402094,0.3986199982027654,55902,698,1
1.0,0.21562032917922233,0.12424153231231513,0.04860130385037506,-0.05114227328126805,0.5793352652856785,0.6912990590676541,0.36810278074799285,0.3985894076955849,55902,698,1
1.0,0.16793540207232568,0.2263660485395433,0.006061478528940706,0.13035810335022802,0.5781188508461236,0.6895102143036027,0.36822386927101886,0.39852353141280394,55902,698,1
1.0,0.2086972526631968,0.27111396486176287,-0.06248578159924226,0.07551788228521905,0.577957854817359,0.6894028836177597,0.3681603177014134,0.39847001177030117,55902,698,1
1.0,0.06009662996031692,0.09741483895852812,-0.012011635037532054,0.07025568913984925,0.5789953847805087,0.6901363099710207,0.3681787874697014,0.3984330539899719,55902,698,1
1.0,0.13168868725127278,0.06638136980997603,0.16017983960168886,-0.07226327843925504,0.5792637114951165,0.6909055132195628,0.36807068075767,0.39841990264874766,55902,698,1
1.0,0.17639240134256598,-0.000848616322215362,0.18678488006495625,0.1679400642149113,0.5782082930843262,0.690422525133269,0.3678309869296524,0.39838160001686457,55902,698,1
1.0,0.22251744332382592,0.29474917865226424,-0.11368376956635246,0.060066423328276275,0.5773138707023004,0.6889377839791063,0.36800720304836676,0.398300315574627,55902,698,1
1.0,-0.009193253449702093,0.18591299086135235,-0.00505477357099543,-0.1628445804970211,0.5789596078852277,0.6899753139422561,0.36810444495473826,0.39824357033703234,55902,698,1
1.0,-0.05,0.1,0.0,-0.05,0.5797466995814103,0.6897069872276483,0.3682645369965199,0.39819702107086175,55902,698,1
1.0,-0.0698628436659651,0.32353104165583135,-0.19054702853128958,-0.08091621743165543,0.5789596078852277,0.6882580229687668,0.3685041223982754,0.39817929740375557,55902,698,1
1.0,0.21503228890954176,0.0071190656089413495,0.026819903345779578,-0.03337161507398806,0.578029408607921,0.6900826446280992,0.36758877233436477,0.39810535811647935,55902,698,1
1.0,0.1641739311815453,0.010668847726760383,0.06231842236875568,-0.06473886290559569,0.5786018389324175,0.6897069872276483,0.3677593083600339,0.3980186326224353,55902,698,1
1.0,0.05,0.05,0.0,-0.05,0.5790490501234303,0.6896533218847268,0.36787283694130335,0.39797310900338345,55902,698,1
1.0,0.3023520362766764,0.34486808379225176,-0.17650591299376683,-0.05670751256344744,0.5775821974169082,0.6883832421022503,0.36783828041417216,0.397953521343879,55902,698,1
1.0,-0.10804530551865457,0.12738480990825327,-0.10732071144307712,0.0064330350550927395,0.5785660620371365,0.688472684340453,0.3680515788645733,0.39790925383329506,55902,698,1
1.0,0.25712153093582524,-0.08261927418943502,0.046203309743546805,-0.038866609788170414,0.5779399663697184,0.6896890987800078,0.36741356124802044,0.3978411596884954,55902,698,1
1.0,0.07385095076936041,0.03259040056619569,-0.1218409600513784,0.037946348402421115,0.5775643089692677,0.6882222460734857,0.36762418016588305,0.39768720539457375,55902,698,1
1.0,0.24873115776071633,0.1533548383424895,-0.06195976853308313,0.17872791639185936,0.5763478945297127,0.6874351543773032,0.3674069856914922,0.39763525089087165,55902,698,1
1.0,-0.03605401054632115,0.0965551614924404,0.03201138120822247,-0.12443745409821663,0.5785302851418553,0.6892597760366356,0.3675781883828712,0.39762353480464857,55902,698,1
1.0,0.0,0.0,0.0,0.0,0.5790669385710708,0.6888304532932632,0.3676471480631054,0.3975962549427014,55902,698,1
1.0,0.1522003029013029,0.05468051691133266,-0.15932569716713468,-0.05878062648674384,0.5775285320739866,0.6880075847017996,0.36750799723172256,0.39755465476552404,55902,698,1
1.0,0.19799743506689169,0.006910163631185046,-0.09537878147528,0.08033635580034215,0.5771528746735358,0.6872920467961791,0.36740034222895596,0.39740830045546705,55902,698,1
1.0,0.24490469163775244,0.06147302238579641,-0.12653584516342747,0.10329982625939643,0.5762047869485886,0.6868806125004472,0.3672632873446387,0.39739941618459207,55902,698,1
1.0,0.23301817073314143,-0.1161428196897297,0.042725752413681345,0.14283147599465873,0.5766341096919609,0.6875424850631462,0.3670863112481496,0.3972732442643724,55902,698,1
1.0,0.0741902727000516,0.019406226656880937,-0.08884031379993639,-0.10946677726263863,0.5778505241315158,0.6877392579871918,0.3672364473683986,0.397115718896786,55902,698,1
1.0,0.33174237406023943,-0.041738249193600724,-0.15454480256472977,-0.0529282301051969,0.5766698865872419,0.687256269900898,0.3670351107209427,0.39711335772780587,55902,698,1
1.0,0.11290842167262419,0.06545603034221573,0.06527224818903815,-0.19486380705327738,0.5786018389324175,0.6890451146649493,0.3670802784984738,0.3970207206886967,55902,698,1
1.0,0.1385887522480996,0.058135321496233155,-0.1992790585572724,0.11761242431020169,0.5764015598726343,0.6852885406604415,0.3672895872620288,0.39694557096543825,55902,698,1
1.0,0.006833370781904019,-0.09107517773780235,0.06527334586290578,0.12786183257488415,0.57729598225466,0.6875245966155057,0.36699299314959427,0.3969158266610372,55902,698,1
1.0,0.06765657797532229,-4.248127425082737e-06,-0.11623355150551218,0.1498496228768718,0.5769024364065687,0.685342206003363,0.3674028994989371,0.396882928061767,55902,698,1
1.0,0.1429447572734129,-0.03062761022252422,0.06719196975940195,-0.148937444934047,0.5782977353225287,0.6888841186361847,0.366798007715235,0.3967799209583106,55902,698,1
1.0,0.1096921105721678,0.01327233190563501,-1.7991035522413323e-05,-0.1626216266021528,0.5782977353225287,0.6880791384923617,0.36688907065955884,0.3966993666404348,55902,698,1
1.0,-0.09950960394700895,-0.016400534081864288,0.16578244884116983,-0.0724871674217682,0.5771528746735358,0.6862902937283103,0.36629398905144483,0.3958233781995624,55902,698,1
1.0,0.18429639420504504,-0.08582779927897324,-0.08800330232164294,-0.18691264872123386,0.5761690100533076,0.6845730027548209,0.3658739822913812,0.39532207261612645,55902,698,1
