w_ease,w_itemknn,w_rp3,w_pop,w_kg,HR@10,HR@20,NDCG@10,NDCG@20,evaluated_users,candidate_courses,mask_train_positives
1.0,0.23710607881543747,0.32923220048201696,0.15535817052667067,0.04837418608001981,0.5831097277378269,0.6953239597867698,0.37180312593495535,0.40223126586613506,55902,698,1
1.0,0.13201193193276725,0.29522955414984,0.16735874314823873,-0.124697135559054,0.5824657436227684,0.6945010911953061,0.3714588315205956,0.4019364878399626,55902,698,1
1.0,0.13378262096667035,0.32892097612947657,0.1745248897031379,-0.1704416096619059,0.5824299667274874,0.6940181031090122,0.37140093870020807,0.4017520996030183,55902,698,1
1.0,0.17978476653642053,0.2905930896747617,-0.05797559416458453,-0.07252841342450195,0.582626739651533,0.693767664842045,0.37157864293094045,0.40170288519959685,55902,698,1
1.0,0.12303011495032126,0.30863164982142033,-0.10669471751994451,0.03972639690783236,0.581893313298272,0.6923544774784445,0.37159157484237826,0.401561975775904,55902,698,1
0.75,0.05,0.15,0.05,0.0,0.5822868591463632,0.6934098958892347,0.3713248821848177,0.4015427614291555,55902,698,1
1.0,0.32106043473526713,0.2438633131613918,0.055610500889186565,0.06384290699637973,0.5817323172695074,0.693070015384065,0.3711936208888976,0.40142679940094733,55902,698,1
1.0,0.2086972526631968,0.27111396486176287,-0.06248578159924226,0.07551788228521905,0.5817144288218669,0.692515473507209,0.3712861107921329,0.4013454012031597,55902,698,1
1.0,0.3023520362766764,0.34486808379225176,-0.17650591299376683,-0.05670751256344744,0.5816965403742264,0.6924975850595685,0.3712203217129436,0.4012899284644296,55902,698,1
1.0,0.22251744332382592,0.29474917865226424,-0.11368376956635246,0.060066423328276275,0.5813924367643376,0.6923008121355229,0.3711561049849497,0.40125780048815357,55902,698,1
1.0,0.08650243043149439,0.1291486984742737,0.18339204547824733,0.07956606866099547,0.5816965403742264,0.6928374655647382,0.3710448403697977,0.4012455207803096,55902,698,1
1.0,0.20891717864144907,0.20939660251376338,0.14022050390254204,0.19185033954059744,0.5815176558978212,0.6926764695359736,0.3710930732810557,0.40123943773670506,55902,698,1
1.0,0.16793540207232568,0.2263660485395433,0.006061478528940706,0.13035810335022802,0.5814639905548996,0.6920682623161962,0.37121578513176967,0.4012359673468107,55902,698,1
0.7,0.1,0.1,0.05,0.05,0.5815534327931022,0.6921755930020392,0.3711599037043004,0.4012161934694937,55902,698,1
1.0,0.027458667154825617,0.24525912292663252,0.16205753467086959,-0.12905872327078055,0.5821795284605202,0.692443919716647,0.3712240876534011,0.40120449270725833,55902,698,1
1.0,0.21562032917922233,0.12424153231231513,0.04860130385037506,-0.05114227328126805,0.5814282136596186,0.692372365926085,0.37080550627157666,0.40093451853828904,55902,698,1
1.0,0.08094179853878383,0.13853991647995303,0.05676703616134271,-0.0005324554605992959,0.5814103252119781,0.6920324854209152,0.3708582251197518,0.4009260178996046,55902,698,1
0.85,0.0,0.1,0.05,0.0,0.5815534327931022,0.6910128439054058,0.37087433208936105,0.40059072398753115,55902,698,1
1.0,0.13168868725127278,0.06638136980997603,0.16017983960168886,-0.07226327843925504,0.5812493291832135,0.6914958319916997,0.370570169260959,0.4005243226385572,55902,698,1
1.0,-0.060532593162281906,0.16995658285757728,-0.01309263954260595,-0.051799789156780796,0.5810525562591679,0.6908876247719223,0.370758306488455,0.4004970935217073,55902,698,1
1.0,0.06009662996031692,0.09741483895852812,-0.012011635037532054,0.07025568913984925,0.5807305642016386,0.6900289792851776,0.3707032149052855,0.40038381551153185,55902,698,1
1.0,-0.14357105612753482,0.15215787338681894,-0.003406667063629548,0.04055284853616045,0.5808915602304032,0.6904046366856285,0.37070081555932277,0.40033494268384545,55902,698,1
1.0,0.24873115776071633,0.1533548383424895,-0.06195976853308313,0.17872791639185936,0.5797466995814103,0.6894565489606812,0.37029904235226013,0.4000735652874517,55902,698,1
1.0,0.17639240134256598,-0.000848616322215362,0.18678488006495625,0.1679400642149113,0.5796035920002862,0.68976065257057,0.3701039913600615,0.40001653793942366,55902,698,1
1.0,-0.0698628436659651,0.32353104165583135,-0.19054702853128958,-0.08091621743165543,0.5813924367643376,0.6876319273013488,0.3711452647437118,0.3999591965282767,55902,698,1
1.0,0.05,0.05,0.0,-0.05,0.5800329147436586,0.6895638796465243,0.3702039414234294,0.39992178637292436,55902,698,1
1.0,0.1641739311815453,0.010668847726760383,0.06231842236875568,-0.06473886290559569,0.5800329147436586,0.6899753139422561,0.3700320327205897,0.39986418007922536,55902,698,1
1.0,-0.05,0.1,0.0,-0.05,0.5802654645629852,0.6896354334370863,0.37030124813851484,0.39986146683541984,55902,698,1
1.0,-0.009193253449702093,0.18591299086135235,-0.00505477357099543,-0.1628445804970211,0.5804443490393904,0.6896175449894458,0.3701951901706661,0.39983969978124273,55902,698,1
1.0,0.21503228890954176,0.0071190656089413495,0.026819903345779578,-0.03337161507398806,0.5792637114951165,0.6898500948087725,0.3697683107669387,0.3997690659869291,55902,698,1
1.0,0.1271412695136164,0.06907250516548455,-0.10374958327449071,0.11254635727788709,0.5788522771993846,0.6877571464348324,0.36991143846717145,0.3994709026162589,55902,698,1
1.0,-0.012259573568499132,0.16415422933719556,0.09570431825481368,-0.16814826496975732,0.5804264605917498,0.6896533218847268,0.36975014786886107,0.39936702183076433,55902,698,1
1.0,0.0,0.0,0.0,0.0,0.5785660620371365,0.6879896962541591,0.36966378880017187,0.3993348346273674,55902,698,1
1.0,0.2766568281299997,-0.0660881724338774,0.1245731490012934,-0.08146111286072029,0.5787628349611821,0.6891524453507925,0.36932287864898156,0.3993115118104247,55902,698,1
1.0,0.1522003029013029,0.05468051691133266,-0.15932569716713468,-0.05878062648674384,0.5791384923616328,0.6876855926442703,0.36983002123024666,0.3992524298231615,55902,698,1
1.0,0.24490469163775244,0.06147302238579641,-0.12653584516342747,0.10329982625939643,0.5786376158276985,0.6871131623197739,0.3697101992975192,0.39923984724517236,55902,698,1
1.0,0.07385095076936041,0.03259040056619569,-0.1218409600513784,0.037946348402421115,0.5782261815319667,0.6870058316339308,0.3696449697506711,0.39920677438023355,55902,698,1
1.0,-0.10804530551865457,0.12738480990825327,-0.10732071144307712,0.0064330350550927395,0.579907695610175,0.6864334013094344,0.3703145773355985,0.39916022205391616,55902,698,1
1.0,-0.03605401054632115,0.0965551614924404,0.03201138120822247,-0.12443745409821663,0.5795320382097242,0.6877034810919108,0.36967308554981115,0.39902419103912684,55902,698,1
1.0,0.19799743506689169,0.006910163631185046,-0.09537878147528,0.08033635580034215,0.5783335122178097,0.6869342778433688,0.3694533097878493,0.3989972532426731,55902,698,1
1.0,0.18148066888442446,0.010757757654123984,-0.13541238293561966,0.019788623133903643,0.5777253049980323,0.6869700547386498,0.36923030815194446,0.3989392818789745,55902,698,1
1.0,0.25712153093582524,-0.08261927418943502,0.046203309743546805,-0.038866609788170414,0.5781188508461236,0.6880075847017996,0.36911907413560896,0.39891730669214076,55902,698,1
1.0,0.11290842167262419,0.06545603034221573,0.06527224818903815,-0.19486380705327738,0.5797466995814103,0.6880254731494401,0.3692449283763267,0.3986082571741746,55902,698,1
1.0,0.1385887522480996,0.058135321496233155,-0.1992790585572724,0.11761242431020169,0.577886301026797,0.6851096561840363,0.36940630934645613,0.39856235246860167,55902,698,1
1.0,0.0741902727000516,0.019406226656880937,-0.08884031379993639,-0.10946677726263863,0.5783692891130907,0.6864512897570749,0.36927167141339157,0.3985586848106321,55902,698,1
1.0,0.1429447572734129,-0.03062761022252422,0.06719196975940195,-0.148937444934047,0.5788165003041036,0.6869342778433688,0.3690611527101536,0.3984196042252547,55902,698,1
1.0,0.1096921105721678,0.01327233190563501,-1.7991035522413323e-05,-0.1626216266021528,0.578619727380058,0.6869521662910093,0.3689972284196754,0.3983978428450299,55902,698,1
1.0,0.33174237406023943,-0.041738249193600724,-0.15454480256472977,-0.0529282301051969,0.5769561017494902,0.6865049550999964,0.3686448510393658,0.3983606442443336,55902,698,1
1.0,0.3025753537195681,-0.061042900804497785,-0.08448334039622983,-0.057511343527966,0.5774927551787056,0.68663017423348,0.3687014235728309,0.3983421660660444,55902,698,1
1.0,0.06765657797532229,-4.248127425082737e-06,-0.11623355150551218,0.1498496228768718,0.5767235519301634,0.6838753532968409,0.3690636749216244,0.39814923908483824,55902,698,1
