w_ease,w_itemknn,w_rp3,w_pop,w_kg,HR@10,HR@20,NDCG@10,NDCG@20,evaluated_users,candidate_courses,mask_train_positives
1.0,0.2589911486492381,0.23705925631754096,0.08679855583886986,-0.027195061924143227,0.5822510822510822,0.6939286608708096,0.3714072666439359,0.4017206091259509,55902,698,1
1.0,0.08837534367437652,0.21894231314265258,0.14810844655394112,0.16523072474019662,0.5818038710600694,0.6929090193553004,0.3714010530868776,0.40157394030442795,55902,698,1
1.0,0.1724823295534312,0.2745052312575754,0.029607374356595578,0.15888562423692965,0.5817859826124289,0.6930163500411435,0.37136987978945657,0.40154755492316474,55902,698,1
0.75,0.05,0.15,0.05,0.0,0.5822868591463632,0.6934098958892347,0.3713248821848177,0.4015427614291555,55902,698,1
1.0,-0.07413183179034191,0.23428853291679266,0.11122171496895028,-0.008503404344157639,0.5827698472326571,0.6928553540123789,0.37155936054016264,0.40150134318522623,55902,698,1
1.0,-0.14663394413197425,0.3037078778843765,-0.07896420918816954,0.09589010929836606,0.5826088512038925,0.69115595148653,0.37180784415763307,0.40126017881359627,55902,698,1
0.7,0.1,0.1,0.05,0.05,0.5815534327931022,0.6921755930020392,0.37115814630873695,0.40121618503766016,55902,698,1
1.0,0.20968893141046926,0.3098687640064337,-0.17532193456477746,0.09094647959829533,0.5811062216020894,0.6913527244105756,0.3711224917402734,0.40103309864852477,55902,698,1
1.0,-0.03202746725207575,0.19554795949995765,0.18442611590799257,-0.06023750824316437,0.5822153053558012,0.6922292583449609,0.3710853288483888,0.4009926247253945,55902,698,1
1.0,0.2964450966278005,0.1483201247684858,-0.0008002379703932194,0.021843297042973914,0.5807305642016386,0.6921219276591177,0.3707691746449626,0.4009537208082622,55902,698,1
1.0,0.34911835662281254,0.21522706856030796,-0.045542445283715954,-0.0702042431117069,0.581267217630854,0.6923365890308039,0.37076610642313773,0.4009149049246851,55902,698,1
1.0,0.23578615847600717,0.2621035447756701,-0.17728196488462125,0.05129980929878203,0.5808200064398411,0.6910307323530464,0.3709497865907763,0.40083813147022235,55902,698,1
1.0,-0.14010619436219848,0.1740134089979993,0.12182474788973668,0.05923913462734964,0.5814461021072591,0.6915137204393402,0.3709185421349362,0.4007416103457304,55902,698,1
1.0,-0.13082287609024687,0.14633289903362914,0.14964971450581394,0.12441695311828055,0.5809810024686057,0.6913706128582162,0.37082287321938245,0.4006873701249257,55902,698,1
1.0,0.21693354020004493,0.1643054570487323,0.024028236772955902,0.1475090481848526,0.5807126757539981,0.6910128439054058,0.3707008689870691,0.40065935765119576,55902,698,1
0.85,0.0,0.1,0.05,0.0,0.5815534327931022,0.6910128439054058,0.37087433208936105,0.40059072398753115,55902,698,1
1.0,0.10306414080878126,0.0934183384245014,0.06052349689002218,-0.05086090559896703,0.5811598869450109,0.6913527244105756,0.3706266234478171,0.4005575720474471,55902,698,1
1.0,0.04452548930683012,0.09916992495581692,0.057458885866154,-0.024159923964597707,0.5814461021072591,0.691048620800687,0.3707368291156696,0.4004818235671268,55902,698,1
1.0,0.34485887392148695,0.06678490150146396,0.17181823443408495,-0.16573345578105433,0.5803012414582662,0.6919072662874316,0.37015619894442714,0.4004448938933472,55902,698,1
1.0,0.27682932911401725,0.09685472369068651,0.012079629819336718,0.07403992531171799,0.5802654645629852,0.6907445171907982,0.37040334328127217,0.40040245807282676,55902,698,1
1.0,0.27218011345195603,0.21445988620784154,-0.1614480867559832,0.07339327008190832,0.5802475761153447,0.6900289792851776,0.3705304143508438,0.40036348450942516,55902,698,1
1.0,-0.023190467895017136,0.13622518910969547,-0.06323835597554206,0.10841190591675559,0.5804622374870309,0.689134556903152,0.37066514495508307,0.4000504292896839,55902,698,1
1.0,0.1627055818964668,0.06090489701669169,-0.01479580476426498,-0.08730581949164612,0.5801223569818611,0.6899395370469751,0.370205253684798,0.3999987637737172,55902,698,1
1.0,0.05,0.05,0.0,-0.05,0.5800865800865801,0.6895638796465243,0.37021827521730744,0.39992083488044977,55902,698,1
1.0,0.290693943259575,0.05750970351716503,-0.04683653484235761,-0.02299487609613396,0.579317376838038,0.6896712103323673,0.3699518137224367,0.399862762896481,55902,698,1
1.0,-0.05,0.1,0.0,-0.05,0.5802654645629852,0.6896354334370863,0.37030078561700863,0.399860872785957,55902,698,1
1.0,-0.0549442683717071,0.029257099961266325,0.19944217289603067,0.0033158856774195833,0.5803370183535472,0.6894207720654002,0.37011242960179874,0.3996457323138126,55902,698,1
1.0,-0.13644645097861488,0.1663531878284996,-0.11258068527197365,0.032422691837083406,0.5800686916389396,0.6871310507674144,0.3706631340866933,0.3995964695723469,55902,698,1
1.0,-0.06325731138179166,0.09949141817804966,0.13518192243293276,-0.09057618833986783,0.5800329147436586,0.6891166684555114,0.36982219194543,0.3993556996477516,55902,698,1
1.0,0.0,0.0,0.0,0.0,0.5785660620371365,0.6879896962541591,0.36966378880017187,0.3993348346273674,55902,698,1
1.0,0.14199712350105628,-0.07588130545272101,0.10846522506033551,0.08493671335096364,0.578548173589496,0.6877750348824729,0.36952072139770015,0.3992023151362819,55902,698,1
1.0,0.27470912235020295,0.04812694989881636,-0.08075623407675088,-0.17801606759891744,0.5790311616757898,0.6883116883116883,0.3694927357969368,0.3991901153775715,55902,698,1
1.0,0.053516458467717826,-0.04450973356374541,0.009839570083947008,0.06253763125751616,0.5780830739508426,0.6867911702622447,0.36939681405227914,0.398927618005468,55902,698,1
1.0,0.015340816717287015,-0.0892335132629464,0.16153150212275974,0.03601706202131555,0.5780651855032021,0.6876677041966298,0.36916400469182503,0.39890130400769763,55902,698,1
1.0,0.11710608722536966,-0.09738457762604416,0.12814009146370137,0.09274281999065037,0.5781188508461236,0.6870416085292118,0.3693298395796777,0.39888517810338064,55902,698,1
1.0,0.15611387863156703,0.08332929575851686,-0.11442119006721066,-0.1861983448082763,0.5789417194375872,0.6872026045579764,0.36949728270488275,0.3988655040719551,55902,698,1
1.0,0.23593227280857218,-0.07262208982654425,0.12656191494715274,-0.13787035421399663,0.5783514006654502,0.6877034810919108,0.36910020130167503,0.3988284551001754,55902,698,1
1.0,0.22676771456652586,-0.03134730608089323,-0.09175617178009828,0.05757432191970302,0.5775643089692677,0.6864691782047154,0.36910225032553173,0.3987354056528303,55902,698,1
1.0,0.018768608979304963,0.0038645079401130322,-0.1564882760556562,0.04717386964400533,0.5769561017494902,0.6829809309148153,0.36908091682935773,0.3978895353849271,55902,698,1
1.0,0.04361240947317732,-0.033608994133460496,0.03211420308645069,-0.12164107282845063,0.5775821974169082,0.6852348753175199,0.36858299963901886,0.3977977609741634,55902,698,1
1.0,-0.04979233294595206,0.07067695905806656,-0.16616028752325418,0.0031789886859613925,0.5773854244928626,0.6816929626846983,0.36944905401962164,0.39777264191183076,55902,698,1
1.0,-0.140537956154854,0.11853819116308492,-0.14069788447126014,0.15834768537811944,0.577331759149941,0.681997066294587,0.36928788418543784,0.39762824123969814,55902,698,1
1.0,0.08325701111798597,-0.028355117639529553,0.16751226539180375,-0.16654769090455357,0.5779757432649995,0.6858251940896569,0.368323266086035,0.39758546964840247,55902,698,1
1.0,0.1795782680445102,-0.09830116454031376,0.018801162755162748,-0.1613913721144886,0.5765267790061178,0.6844835605166184,0.36813798347412585,0.39742263969622044,55902,698,1
1.0,-0.005681417667022265,-0.09334275858200933,0.1422468656378449,-0.08535387183059827,0.5771170977782548,0.6843583413831348,0.368096450884198,0.39720158392920507,55902,698,1
1.0,0.01945084641773301,-0.12542655369239405,-0.04522112615603002,0.058124349869307534,0.5753103645665629,0.6825158312761619,0.36800939506567754,0.3971052057891379,55902,698,1
