user,rank,course,score,is_test_positive
U_10000168,1,C_course-v1:TsinghuaX+10421094X+2019_T1,0.3046195931217348,0
U_10000168,2,C_course-v1:TsinghuaX+AP000002X+2019_T1,0.25755110520869845,0
U_10000168,3,C_course-v1:TsinghuaX+00740043_1x+2019_T1,0.2554363901543745,0
U_10000168,4,C_course-v1:TsinghuaX+00690092X+2019_T1,0.2535037754554952,0
U_10000168,5,C_course-v1:TsinghuaX+10430575X+2019_T1,0.2529301627066231,0
U_10000168,6,C_course-v1:TsinghuaX+AP201601X+2019_T1,0.24455762651675492,0
U_10000168,7,C_course-v1:TsinghuaX+20430064X+sp,0.23306379348420858,0
U_10000168,8,C_course-v1:TsinghuaX+60240013X+sp,0.22815157601499575,0
U_10000168,9,C_course-v1:TsinghuaX+30240233X+2019_T1,0.22286202972238664,0
U_10000168,10,C_course-v1:TsinghuaX+10421084X+2019_T1,0.22194765919480103,0
U_10000168,11,C_course-v1:TsinghuaX+10421084X_2015_2+sp,0.22194765919480103,0
U_10000168,12,C_course-v1:YSU+20180301002+2019_T1,0.22095261989662013,0
U_10000168,13,C_course-v1:TsinghuaX+70150104X+2019_T1,0.22094783857367145,0
U_10000168,14,C_course-v1:MITx+6_002x+sp,0.22072121898493002,0
U_10000168,15,C_course-v1:TsinghuaX+20220214X+2019_T1,0.21777513048662064,0
U_10000168,16,C_course-v1:BIT+100070018+2019_T1,0.21612583015870832,0
U_10000168,17,C_course-v1:TsinghuaX+10421075X_2015_2+sp,0.2151902052128362,0
U_10000168,18,C_course-v1:TsinghuaX+10421075X+2019_T1,0.21437494398204074,0
U_10000168,19,C_course-v1:TsinghuaX+10421102x_2015_T2+sp,0.214124269477035,0
U_10000168,20,C_course-v1:DUT+3412113011+2019_T1,0.21202489596986704,0
U_10000205,1,C_course-v1:TsinghuaX+30240184_2X+sp,0.2828642140166131,0
U_10000205,2,C_course-v1:TsinghuaX+70240183x_1+2019_T1,0.2806552401021377,0
U_10000205,3,C_course-v1:TsinghuaX+30240233X+2019_T1,0.2732892861469692,0
U_10000205,4,C_course-v1:TsinghuaX+20740084X+2019_T1,0.26939690364865265,0
U_10000205,5,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,0.26176236514323675,0
U_10000205,6,C_course-v1:TsinghuaX+00740043_1x+2019_T1,0.26176236514323675,0
U_10000205,7,C_course-v1:XJAU+246010007+2018_T2,0.25757806615754475,0
U_10000205,8,C_course-v1:BIT+100070018+2019_T1,0.25588951086266987,0
U_10000205,9,C_course-v1:TsinghuaX+20240103X+2019_T1,0.25268048489510864,0
U_10000205,10,C_course-v1:MITx+6_00_1x+sp,0.2496946245954447,0
U_10000205,11,C_course-v1:TsinghuaX+20740042X+2019_T1,0.24522230672059459,0
U_10000205,12,C_course-v1:TsinghuaX+30240332+2019_T1,0.24200271794869144,0
U_10000205,13,C_course-v1:HBPU+20181226006X+2018_T2,0.23971583408846833,0
U_10000205,14,C_course-v1:TsinghuaX+00740043_2x+2019_T1,0.23817338636204885,0
