user,rank,course,score,is_test_positive
U_10000168,1,C_course-v1:TsinghuaX+30240184+sp,8.46434209382984,1
U_10000168,2,C_course-v1:MITx+6_00_1x+sp,6.15705311520387,0
U_10000168,3,C_course-v1:TsinghuaX+10421075X_2015_2+sp,5.65921954028627,0
U_10000168,4,C_course-v1:TsinghuaX+00740043_2x_2015_T2+sp,4.862188459606537,0
U_10000168,5,C_course-v1:TsinghuaX+00740123_X+sp,4.245951202169569,0
U_10000168,6,C_course-v1:TsinghuaX+30700313X+sp,3.7792582657250375,0
U_10000168,7,C_course-v1:TsinghuaX+10421084X_2015_2+sp,3.6167959989941174,0
U_10000168,8,C_course-v1:TsinghuaX+00740043_1x+2019_T1,3.3750526757417387,0
U_10000168,9,C_course-v1:TsinghuaX+10421102x_2015_T2+sp,3.2808951709516485,0
U_10000168,10,C_course-v1:TsinghuaX+90640012X+sp,3.271438545684917,0
U_10000168,11,C_course-v1:TsinghuaX+20330334X_2015_2+sp,3.2454702914677696,0
U_10000168,12,C_course-v1:TsinghuaX+20250103X+sp,3.2143852632232144,0
U_10000168,13,C_course-v1:TsinghuaX+20430064X+sp,3.1577107378554174,0
U_10000168,14,C_course-v1:TsinghuaX+10421094X+2019_T1,2.897201655153343,0
U_10000168,15,C_course-v1:TsinghuaX+20220332X+sp,2.8818594304644956,0
U_10000168,16,C_course-v1:TsinghuaX+20120143X+sp,2.8182361024755016,0
U_10000168,17,C_course-v1:BIT+PHY1701702+sp,2.7317042893277543,0
U_10000168,18,C_course-v1:TsinghuaX+30640014X+2019_T1,2.5081046781420104,0
U_10000168,19,C_course-v1:TsinghuaX+20250064+sp,2.466085186093886,0
U_10000168,20,C_course-v1:TsinghuaX+30240243X+sp,2.434195945872435,0
U_10000205,1,C_course-v1:TsinghuaX+30240184_2X+sp,9.889066449454024,0
U_10000205,2,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,6.861894752579426,0
U_10000205,3,C_course-v1:TsinghuaX+70150023X+sp,6.716638138181705,1
U_10000205,4,C_course-v1:MITx+6_00_1x+sp,5.979336492726327,0
U_10000205,5,C_course-v1:TsinghuaX+00740123_X+sp,5.416457811415419,0
U_10000205,6,C_course-v1:TsinghuaX+20440333X+sp,4.262938600604614,0
U_10000205,7,C_course-v1:TsinghuaX+34100325_X+sp,3.860985932594751,0
U_10000205,8,C_course-v1:TsinghuaX+30640014X+sp,3.166062233731833,0
U_10000205,9,C_course-v1:NJU+C1026+2016_T2,3.0942186279027304,0
U_10000205,10,C_course-v1:TsinghuaX+20430064X+sp,2.567640077258832,0
U_10000205,11,C_course-v1:TsinghuaX+00740043_2x_2015_T2+sp,2.2354352068380248,0
U_10000205,12,C_course-v1:TsinghuaX+10421075X_2015_2+sp,2.1498783647358346,0
U_10000205,13,C_course-v1:TsinghuaX+10421094X_2015_2+sp,2.0692871037546006,0
U_10000205,14,C_course-v1:SCUT+145033+sp,1.9855083201050154,0
U_10000205,15,C_course-v1:TsinghuaX+60240202X+sp,1.936435983290249,0
U_10000205,16,C_course-v1:UC_BerkeleyX+CS_184_1x+sp,1.876647600572776,0
U_10000205,17,C_course-v1:TsinghuaX+00701032X+sp,1.7269232827590744,0
U_10000205,18,C_course-v1:TsinghuaX+00690092X+sp,1.6175570442699567,0
U_10000205,19,C_course-v1:TsinghuaX+00740113_1X+sp,1.6106732282279128,0
U_10000205,20,C_course-v1:TsinghuaX+10430484X_2015_2+sp,1.5752606860001785,0
U_10000325,1,C_course-v1:SCUT+145055+sp,14.926687472740399,0
U_10000325,2,C_course-v1:TsinghuaX+30240184_2X+sp,12.528086922277113,0
U_10000325,3,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,8.368351029786485,1
U_10000325,4,C_course-v1:TsinghuaX+30240243X+sp,7.196069243581346,0
U_10000325,5,C_course-v1:TsinghuaX+00740123_X+sp,5.0271947032425555,0
U_10000325,6,C_course-v1:MITx+6_00_1x+sp,4.563579960136151,0
U_10000325,7,C_course-v1:SCUT+145033+sp,4.17980787845823,1
U_10000325,8,C_course-v1:TsinghuaX+00740043_2x_2015_T2+sp,2.6976266936392106,0
U_10000325,9,C_course-v1:TsinghuaX+2018032801X+2018_T1,1.903824221136838,0
U_10000325,10,C_course-v1:TsinghuaX+34100325_X+sp,1.602298557182757,0
U_10000325,11,C_course-v1:TsinghuaX+20250103X+sp,1.5892969278109754,0
U_10000325,12,C_course-v1:TsinghuaX+20250064+sp,1.3064548545123427,0
U_10000325,13,C_course-v1:NJU+C1026+2016_T2,1.124092696391053,0
U_10000325,14,C_course-v1:TsinghuaX+00740113_1X+sp,0.9637631929303528,0
U_10000325,15,C_course-v1:TsinghuaX+10421094X_2015_2+sp,0.8942241641282246,0
U_10000325,16,C_course-v1:UESTC+E2216230+2018_T2,0.8373627174929332,0
U_10000325,17,C_course-v1:TsinghuaX+60240013X+sp,0.8322897054182556,0
U_10000325,18,C_course-v1:TsinghuaX+00740123X+2019_T1,0.8143731524034188,0
U_10000325,19,C_course-v1:XJTU+COMP200853+sp,0.8064003382941667,0
U_10000325,20,C_course-v1:TsinghuaX+10430494X_2015_2+sp,0.8008147050074126,0
U_10000462,1,C_course-v1:TsinghuaX+30240184+sp,11.80363377029383,0
U_10000462,2,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,9.600205441104121,0
U_10000462,3,C_course-v1:TsinghuaX+20250064+sp,9.043699048819676,0
U_10000462,4,C_course-v1:TsinghuaX+20250103X+sp,8.004175767407526,0
U_10000462,5,C_course-v1:TsinghuaX+30240243X+sp,4.757958305462385,0
U_10000462,6,C_course-v1:TsinghuaX+30640014X+sp,4.510236575570016,0
U_10000462,7,C_course-v1:TsinghuaX+00740123_X+sp,4.417223909582396,0
U_10000462,8,C_course-v1:TsinghuaX+20220053X_2015_T2+sp,4.076948516631941,0
U_10000462,9,C_course-v1:GIT+0500002402+2019_T1,3.6675330779623865,0
U_10000462,10,C_course-v1:TsinghuaX+10430484X_2015_2+sp,3.181676586975955,0
U_10000462,11,C_course-v1:TsinghuaX+10421094X_2015_2+sp,2.8699124302332093,0
U_10000462,12,C_course-v1:TsinghuaX+10421075X_2015_2+sp,2.625844072813769,0
U_10000462,13,C_course-v1:MITx+6_002x+sp,2.6234228634906396,0
U_10000462,14,C_course-v1:TsinghuaX+34100325_X+sp,2.5657351887507778,0
U_10000462,15,C_course-v1:UST+UST001+sp,2.2098703991172877,0
U_10000462,16,C_course-v1:TsinghuaX+00740043_1x+2019_T1,2.0495971304027223,0
U_10000462,17,C_course-v1:GIT+0500002402+2018_T2,1.9731422301511254,0
U_10000462,18,C_course-v1:TsinghuaX+20120143X+sp,1.931226477145708,0
U_10000462,19,C_course-v1:TsinghuaX+10430494X_2015_2+sp,1.9050662548888462,0
U_10000462,20,C_course-v1:TsinghuaX+AP000005X+2019_T1,1.8775970476438477,0
U_10000566,1,C_course-v1:TsinghuaX+30640014X+2019_T1,13.48141686448784,0
U_10000566,2,C_course-v1:TsinghuaX+90640012X+sp,12.31122411782464,0
U_10000566,3,C_course-v1:TsinghuaX+30700313X+sp,7.024860438758439,0
U_10000566,4,C_course-v1:TsinghuaX+20220332X+sp,7.019926674229315,0
U_10000566,5,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,5.449066399952479,0
U_10000566,6,C_course-v1:TsinghuaX+00612642X+sp,4.489761391707251,0
