user,rank,course,score,is_test_positive
U_10000168,1,C_course-v1:TsinghuaX+30240184+sp,0.24470760455399954,1
U_10000168,2,C_course-v1:TsinghuaX+10421075X_2015_2+sp,0.19190714800867506,0
U_10000168,3,C_course-v1:MITx+6_00_1x+sp,0.19050147688204055,0
U_10000168,4,C_course-v1:TsinghuaX+00740043_2x_2015_T2+sp,0.16463483800113585,0
U_10000168,5,C_course-v1:TsinghuaX+30700313X+sp,0.14407751554319917,0
U_10000168,6,C_course-v1:TsinghuaX+00740123_X+sp,0.1245595213651243,0
U_10000168,7,C_course-v1:TsinghuaX+10421084X_2015_2+sp,0.11330317330582174,0
U_10000168,8,C_course-v1:TsinghuaX+90640012X+sp,0.11274170653082426,0
U_10000168,9,C_course-v1:TsinghuaX+10421102x_2015_T2+sp,0.11090721800874902,0
U_10000168,10,C_course-v1:TsinghuaX+20330334X_2015_2+sp,0.10645513836086155,0
U_10000168,11,C_course-v1:TsinghuaX+00740043_1x+2019_T1,0.10526049869473629,0
U_10000168,12,C_course-v1:TsinghuaX+20430064X+sp,0.09942426796591432,0
U_10000168,13,C_course-v1:TsinghuaX+20120143X+sp,0.09388037691364985,0
U_10000168,14,C_course-v1:TsinghuaX+20220332X+sp,0.09344720307293654,0
U_10000168,15,C_course-v1:TsinghuaX+00612642X+sp,0.09042557677277807,0
U_10000168,16,C_course-v1:TsinghuaX+10421094X+2019_T1,0.08883254912839364,0
U_10000168,17,C_course-v1:TsinghuaX+30640014X+2019_T1,0.08882537260456524,0
U_10000168,18,C_course-v1:TsinghuaX+20250103X+sp,0.08775482881965416,0
U_10000168,19,C_course-v1:BIT+PHY1701702+sp,0.08540618920710963,0
U_10000168,20,C_course-v1:TsinghuaX+20440333X+sp,0.0748738106211947,0
U_10000205,1,C_course-v1:TsinghuaX+30240184_2X+sp,0.39199778346211317,0
U_10000205,2,C_course-v1:TsinghuaX+70150023X+sp,0.2742801906466466,1
U_10000205,3,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,0.21353424171110766,0
U_10000205,4,C_course-v1:MITx+6_00_1x+sp,0.19434747694226956,0
U_10000205,5,C_course-v1:TsinghuaX+00740123_X+sp,0.18220982815144116,0
U_10000205,6,C_course-v1:TsinghuaX+34100325_X+sp,0.15297512263007784,0
U_10000205,7,C_course-v1:NJU+C1026+2016_T2,0.11930930293659818,0
U_10000205,8,C_course-v1:TsinghuaX+20440333X+sp,0.11524627639086664,0
U_10000205,9,C_course-v1:TsinghuaX+20430064X+sp,0.08034238389486308,0
U_10000205,10,C_course-v1:TsinghuaX+00690092X+sp,0.07406635582551176,0
U_10000205,11,C_course-v1:SCUT+145033+sp,0.07217101620261257,0
U_10000205,12,C_course-v1:TsinghuaX+00701032X+sp,0.0700869678943697,0
U_10000205,13,C_course-v1:TsinghuaX+60240202X+sp,0.0680557575734885,0
U_10000205,14,C_course-v1:TsinghuaX+10421094X_2015_2+sp,0.06759202488923823,0
U_10000205,15,C_course-v1:TsinghuaX+30640014X+sp,0.06735379125881799,0
U_10000205,16,C_course-v1:TsinghuaX+10421075X_2015_2+sp,0.060677465750640217,0
U_10000205,17,C_course-v1:TsinghuaX+THESIS2015X+2015_T1,0.05838835554086262,0
U_10000205,18,C_course-v1:UC_BerkeleyX+CS_184_1x+sp,0.05477113718794848,0
U_10000205,19,C_course-v1:TsinghuaX+00740043_2x_2015_T2+sp,0.05346243675747213,0
U_10000205,20,C_course-v1:NBCC+NBCC000201+_sp,0.0533476054655213,0
